"Site","Date","Type","Analysis","count","year","month","day","DOY","notes","Group","Location"
"EC 1163","2022-07-05","Environmental Sonde","Site_Depth",3.4,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Secchi",40,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Water_Temperature",24.82,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Dissolved_Oxygen",6.81,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","SPC",413.3,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Conductivity",411.8,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","pH",8.38,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","pH_mV",-91.1,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Turbidity",24.36,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","pc_rfu",1.42,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Phycocyanin",1.44,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","chl_rfu",2.02,2022,7,5,186,NA,"Late","Outer Bay"
"EC 1163","2022-07-05","Environmental Sonde","Chlorophyll_Sonde",8.07,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Air_Temperature",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Site_Depth",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Secchi",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Water_Temperature",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Dissolved_Oxygen",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","SPC",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Conductivity",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","pH",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","pH_mV",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Turbidity",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","pc_rfu",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Phycocyanin",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","chl_rfu",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Bells","2022-07-05","Environmental Sonde","Chlorophyll_Sonde",NA,2022,7,5,186,NA,"Late","Outer Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Air_Temperature",24,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Site_Depth",0.8,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Secchi",20,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Water_Temperature",23.8,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Dissolved_Oxygen",10.35,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","SPC",532,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Conductivity",519,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","pH",8.74,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","pH_mV",-111.1,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Turbidity",63.81,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","pc_rfu",2.71,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Phycocyanin",2.74,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","chl_rfu",13.05,2022,7,11,192,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",65.25,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Air_Temperature",25,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Site_Depth",1.3,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Secchi",30,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Water_Temperature",24.19,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Dissolved_Oxygen",11.37,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","SPC",422.6,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Conductivity",416.1,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","pH",9.1,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","pH_mV",-132.5,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Turbidity",40.89,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","pc_rfu",4.54,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Phycocyanin",4.61,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","chl_rfu",9,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",38.89,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Air_Temperature",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Site_Depth",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Secchi",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Water_Temperature",24.19,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Dissolved_Oxygen",11.36,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","SPC",422.6,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Conductivity",416.1,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","pH",9.09,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","pH_mV",-131.8,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Turbidity",46.28,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","pc_rfu",4.16,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Phycocyanin",4.2,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","chl_rfu",10.15,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 4 sed","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",40.03,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6","2022-07-11","Environmental Sonde","Air_Temperature",26,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Site_Depth",2.2,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Secchi",30,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Water_Temperature",24.38,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Dissolved_Oxygen",10.25,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","SPC",398.8,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Conductivity",394.1,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","pH",9.12,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","pH_mV",-133.5,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Turbidity",24.01,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","pc_rfu",5.09,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Phycocyanin",5.16,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","chl_rfu",7.55,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",30.63,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Air_Temperature",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Site_Depth",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Secchi",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Water_Temperature",24.39,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Dissolved_Oxygen",10.13,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","SPC",398.9,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Conductivity",394.2,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","pH",9.09,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","pH_mV",-130.6,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Turbidity",25.48,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","pc_rfu",4.51,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Phycocyanin",4.53,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","chl_rfu",7.63,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 6 sed","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",60.9,2022,7,11,192,NA,"Late","Not Normal"
"Bridge","2022-07-11","Environmental Sonde","Air_Temperature",27,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Site_Depth",3.8,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Secchi",30,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Water_Temperature",24.9,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Dissolved_Oxygen",7.57,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","SPC",407.9,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Conductivity",407,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","pH",8.61,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","pH_mV",-104.9,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Turbidity",34.49,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","pc_rfu",2.7,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Phycocyanin",2.75,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","chl_rfu",6.82,2022,7,11,192,NA,"Late","Inner Bay"
"Bridge","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",27.63,2022,7,11,192,NA,"Late","Inner Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Air_Temperature",28,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Site_Depth",2.4,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Secchi",40,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Water_Temperature",24.51,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Dissolved_Oxygen",7.01,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","SPC",541.2,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Conductivity",447,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","pH",8.38,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","pH_mV",-91.3,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Turbidity",23.88,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","pc_rfu",1.6,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Phycocyanin",1.62,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","chl_rfu",4.13,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",15.51,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Air_Temperature",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Site_Depth",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Secchi",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Water_Temperature",24.5,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Dissolved_Oxygen",6.84,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","SPC",451.4,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Conductivity",447.1,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","pH",8.3,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","pH_mV",-86.5,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Turbidity",27.53,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","pc_rfu",1.51,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Phycocyanin",1.53,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","chl_rfu",4.31,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 2 sed","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",17.44,2022,7,11,192,NA,"Late","Not Normal"
"Buoy 2","2022-07-11","Environmental Sonde","Air_Temperature",28,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Site_Depth",2.5,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Secchi",40,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Water_Temperature",24.44,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Dissolved_Oxygen",7.88,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","SPC",448.7,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Conductivity",443.8,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","pH",8.46,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","pH_mV",-95.4,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Turbidity",16.47,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","pc_rfu",1.42,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Phycocyanin",1.43,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","chl_rfu",3.76,2022,7,11,192,NA,"Late","Outer Bay"
"Buoy 2","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",15.65,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Air_Temperature",29,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Site_Depth",2.7,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Secchi",50,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Water_Temperature",24.65,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Dissolved_Oxygen",7.24,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","SPC",448.9,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Conductivity",445.8,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","pH",8.4,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","pH_mV",-92.4,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Turbidity",17.31,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","pc_rfu",1.16,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Phycocyanin",1.17,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","chl_rfu",3.07,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",13.58,2022,7,11,192,NA,"Late","Outer Bay"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Air_Temperature",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Site_Depth",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Secchi",NA,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Water_Temperature",24.6,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Dissolved_Oxygen",7.04,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","SPC",449.1,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Conductivity",445.7,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","pH",8.32,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","pH_mV",-87.8,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Turbidity",19.94,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","pc_rfu",1.08,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Phycocyanin",1.09,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","chl_rfu",3.71,2022,7,11,192,NA,"Late","Not Normal"
"ODNR 1 sed","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",14.76,2022,7,11,192,NA,"Late","Not Normal"
"EC 1163","2022-07-11","Environmental Sonde","Air_Temperature",30,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Site_Depth",3.5,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Secchi",50,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Water_Temperature",24.3,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Dissolved_Oxygen",8.18,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","SPC",363.3,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Conductivity",358.7,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","pH",8.61,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","pH_mV",-104.1,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Turbidity",19.28,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","pc_rfu",1.54,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Phycocyanin",1.55,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","chl_rfu",3.63,2022,7,11,192,NA,"Late","Outer Bay"
"EC 1163","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",14,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Air_Temperature",30,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Site_Depth",9.4,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Secchi",80,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Water_Temperature",23.93,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Dissolved_Oxygen",8.99,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","SPC",304.9,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Conductivity",298.6,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","pH",8.64,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","pH_mV",-105.8,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Turbidity",10.22,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","pc_rfu",0.8,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Phycocyanin",0.8,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","chl_rfu",1.97,2022,7,11,192,NA,"Late","Outer Bay"
"Bells","2022-07-11","Environmental Sonde","Chlorophyll_Sonde",6.93,2022,7,11,192,NA,"Late","Outer Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Air_Temperature",22,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Site_Depth",0.7,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Secchi",20,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Water_Temperature",24.52,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Dissolved_Oxygen",6.63,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","SPC",464.6,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Conductivity",460.6,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","pH",8.31,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","pH_mV",-86.9,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Turbidity",111.25,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","pc_rfu",2.71,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Phycocyanin",2.77,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","chl_rfu",13.05,2022,7,18,199,NA,"Late","Inner Bay"
"Muddy Creek","2022-07-18","Environmental Sonde","Chlorophyll_Sonde",52.99,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Air_Temperature",23,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Site_Depth",1,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Secchi",20,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Water_Temperature",24.51,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Dissolved_Oxygen",6.45,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","SPC",456.3,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Conductivity",452,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","pH",8.32,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","pH_mV",-87.5,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Turbidity",49.5,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","pc_rfu",2.69,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Phycocyanin",2.71,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","chl_rfu",11.1,2022,7,18,199,NA,"Late","Inner Bay"
"ODNR 4","2022-07-18","Environmental Sonde","Chlorophyll_Sonde",45.77,2022,7,18,199,NA,"Late","Inner Bay"
